ID,Price,Province,HouseType,ConstructionYear,LivingArea_m2,Garden,Balcony,Attic,StatusRank,StatusScore,Avg_property_value_m2,Avg_property_value_per_House
2685685,246615,Flevoland,TownHouse,2009,78,1,0,0,111,1.83,1591.111111,124106.6667
2676888,228651,Zuid Holland,CornerHouse,1870,52,1,0,0,1369,0.42,1900,98800
2692013,204265,Noord Brabant,TownHouse,1968,71,1,0,0,1961,0.06,1550,110050
2690923,229709,Overijssel,TownHouse,1925,87,1,0,0,2245,-0.16,1676.246719,145833.4646
2692036,222640,Overijssel,TownHouse,1969,120,0,0,0,2519,-0.37,1668.157895,200178.9474
2683816,184199,Gelderland,TownHouse,1900,103,0,0,0,2713,-0.6,1350,139050
2689154,186187,Gelderland,Semidetached,1955,81,1,0,0,3078,-1.17,1450,117450
2681912,225848,Overijssel,CornerHouse,1973,125,0,0,0,3047,-1.1,1350,168750
2683270,193149,Zeeland,CornerHouse,1952,95,1,0,0,2391,-0.28,1500,142500
2683271,363090,Zeeland,Detached,1956,107,1,0,0,2391,-0.28,1500,160500
2684860,270574,Zeeland,Semidetached,1925,168,1,0,0,2803,-0.71,1350,226800
2684229,285387,Zeeland,Detached,1935,100,1,0,0,2803,-0.71,1600,160000
2676988,206623,Groningen,NotSpecified,1968,83,0,0,0,2874,-0.8,1350,112050
2676675,147684,Limburg,Apartment,1981,78,0,0,0,2883,-0.81,1514.435938,118126.0032
2677671,203119,Overijssel,Semidetached,1976,146,0,0,0,3047,-1.1,1550,226300
2688982,198802,Overijssel,Semidetached,1973,120,0,0,0,3047,-1.1,1350,162000
2684604,191430,Noord Brabant,TownHouse,1974,115,1,0,0,3211,-1.44,1700,195500
2691212,300373,Zeeland,TownHouse,1978,125,0,0,0,875,0.76,2750,343750
2692154,181544,Overijssel,NotSpecified,1975,75,0,0,0,1741,0.2,1600,120000
2682921,291509,Flevoland,TownHouse,1976,135,1,0,0,2087,-0.02,1150,155250
2681711,127712,Drenthe,TownHouse,1987,124,1,0,0,3376,-2.14,1200,148800
2693240,238055,Gelderland,Apartment,1956,75,0,0,0,250,1.44,1050,78750
2683423,251084,Overijssel,TownHouse,1978,123.7,1,0,0,1504,0.34,1546.347403,191283.1737
2688941,181999,Zeeland,Apartment,2006,77,0,0,0,1758,0.18,1650,127050
2683180,186848,Gelderland,Semidetached,1929,84,1,0,0,2709,-0.6,1700,142800
2679579,216030,Overijssel,Apartment,1994,72,0,0,0,598,0.99,1850,133200
2684834,203609,Gelderland,Apartment,1985,65,1,0,0,976,0.68,1850,120250
2683101,187734,Gelderland,TownHouse,1961,97,1,0,0,2709,-0.6,1700,164900
2683802,187734,Gelderland,Semidetached,1987,120,1,0,0,2713,-0.6,1350,162000
2682303,208276,Noord Holland,Apartment,2005,67,0,1,0,1080,0.6,1900,127300
2689802,237631,Zuid Holland,TownHouse,1977,67,1,0,0,1279,0.48,2200,147400
2690358,253313,Noord Brabant,TownHouse,1980,114,1,0,0,1494,0.35,1450,165300
2678510,247876,Limburg,TownHouse,1975,126,0,0,0,1722,0.21,1500,189000
2683800,305027,Gelderland,Detached,1963,112,1,0,0,3078,-1.17,1450,162400
2676704,157825,Limburg,Semidetached,1981,131,0,0,0,3225,-1.48,1200,157200
2683176,219871,Gelderland,TownHouse,1979,118,1,0,0,2709,-0.6,1700,200600
2684324,145438,Drenthe,Semidetached,1991,108,1,0,0,3300,-1.73,1100,118800
2680299,266560,Zeeland,TownHouse,1957,75,1,0,0,1758,0.18,1650,123750
2675316,266373,Noord Holland,Apartment,2005,69,0,0,0,1080,0.6,1900,131100
2686487,170281,Gelderland,Apartment,1995,98,1,0,0,2359,-0.25,1500,147000
2683396,227870,Groningen,Semidetached,1988,122,1,0,0,2378,-0.27,1500,183000
2675702,178244,Gelderland,Apartment,2006,58.8,0,1,0,1144,0.56,3900,229320
2689229,215067,Noord Brabant,NotSpecified,1920,79,0,0,0,1682,0.23,1850,146150
2689939,246024,Overijssel,NotSpecified,1966,94,0,0,0,1741,0.2,1600,150400
2682115,244791,Limburg,CornerHouse,1967,110.2,1,0,0,1904,0.09,1655.67591,182455.4853
2683811,308542,Gelderland,Detached,1930,140,0,0,0,2261,-0.18,1450,203000
2674143,231149,Overijssel,Semidetached,1970,121,1,0,0,2315,-0.22,1500,181500
2689742,189132,Noord Brabant,TownHouse,1980,100,1,0,0,2699,-0.59,1450,145000
2684872,186114,Zeeland,Semidetached,1925,135,1,0,0,2803,-0.71,1200,162000
2687851,165666,Overijssel,Semidetached,1946,106,1,0,0,3116,-1.24,1400,148400
2692031,321752,Noord Brabant,Detached,1998,85,1,0,0,1745,0.19,1800,153000
2688145,346596,Noord Holland,CornerHouse,1930,70,1,0,0,716,0.89,2400,168000
2684853,220626,Zeeland,Semidetached,1975,202,1,0,0,2803,-0.71,1200,242400
2693615,297409,Noord Brabant,TownHouse,1968,115,0,0,0,1965,0.05,1500,172500
2684977,219341,Limburg,Semidetached,1935,115,1,0,0,2688,-0.58,1400,161000
2678913,246857,Overijssel,TownHouse,1984,140,1,0,0,2805,-0.71,1668.157895,233542.1053
2676637,258671,Limburg,Semidetached,1968,89,1,0,0,2947,-0.93,1200,106800
2683312,263980,Gelderland,Semidetached,1966,132,1,1,0,2970,-0.96,1300,171600
2681897,204432,Overijssel,Semidetached,1984,124,0,0,0,3047,-1.1,1450,179800
2684775,251779,Overijssel,CornerHouse,1975,102,1,0,0,1504,0.34,1546.347403,157727.4351
2689903,275136,Zeeland,TownHouse,1930,100,1,0,0,1758,0.18,1650,165000
2692423,214241,Drenthe,TownHouse,1989,93,1,0,0,1943,0.06,1650,153450
2692184,242270,Overijssel,CornerHouse,1986,129,1,0,0,2076,-0.02,1400,180600
2681723,223746,Groningen,Semidetached,1984,122,1,1,0,2526,-0.38,1300,158600
2691200,212584,Limburg,Semidetached,1927,138,1,0,0,2962,-0.95,1500,207000
2691198,246240,Limburg,Semidetached,1985,102,1,0,0,3225,-1.48,1200,122400
2683406,260768,Groningen,Detached,1938,110,1,0,0,3397,-2.28,1223.351159,134568.6275
2681732,186311,Groningen,Apartment,1965,135,0,1,0,2874,-0.8,1350,182250
2689174,262541,Flevoland,Apartment,2009,55,0,0,0,225,1.49,1750,96250
2680481,278035,Zuid Holland,Apartment,1975,106,0,0,0,557,1.03,1800,190800
2685728,249793,Flevoland,CornerHouse,1975,110,1,0,0,702,0.9,1620.588235,178264.7059
2681142,328600,Noord Brabant,Detached,1967,100,1,0,0,2736,-0.64,1750,175000
2690521,327746,Noord Brabant,TownHouse,1997,111,1,0,0,2746,-0.65,1600,177600
2683788,333576,Gelderland,Detached,1954,190,0,0,0,2775,-0.68,1400,266000
2683814,208561,Gelderland,Semidetached,1925,157,1,1,0,3065,-1.14,1300,204100
2678973,222777,Noord Brabant,NotSpecified,1975,93,0,0,0,2675,-0.56,1900,176700
2689155,247761,Gelderland,Semidetached,1975,119,1,0,0,2775,-0.68,1400,166600
2684374,122457,Zeeland,Apartment,2018,73,0,0,0,2803,-0.71,1200,87600
2683273,227239,Zeeland,Semidetached,1987,78,1,0,0,2391,-0.28,1800,140400
2692149,265782,Zuid Holland,Apartment,1973,90,0,0,0,341,1.29,1650,148500
2684821,241680,Gelderland,Apartment,1984,100,1,0,0,976,0.68,1850,185000
2674987,225696,Noord Holland,Apartment,1954,67,0,1,0,2168,-0.1,2200,147400
2675781,350229,Gelderland,Detached,1870,116,1,0,0,2759,-0.66,800,92800
2690940,192637,Limburg,CornerHouse,1963,125,1,0,0,3225,-1.48,1250,156250
2683843,311982,Zuid Holland,TownHouse,1930,85,1,0,0,1355,0.43,2050,174250
2690502,255444,Noord Brabant,TownHouse,1964,100,1,0,0,1587,0.29,1750,175000
2689197,281809,Limburg,TownHouse,1989,104,1,0,0,1773,0.18,1650,171600
2690471,246898,Zeeland,TownHouse,1891,96,0,0,0,1758,0.18,1650,158400
2674941,301375,Zeeland,NotSpecified,1974,119,0,0,0,1804,0.15,1600,190400
2683301,160775,Limburg,Semidetached,1936,110,1,0,0,3225,-1.48,1200,132000
2676979,223097,Overijssel,NotSpecified,2014,105,0,0,0,1741,0.2,1581.439394,166051.1364
2685671,258182,Flevoland,Apartment,2001,96,0,1,0,111,1.83,1673.913043,160695.6522
2687800,203434,Gelderland,Apartment,1996,65,1,0,0,453,1.14,2300,149500
2686404,217708,Noord Brabant,TownHouse,1966,82,1,0,0,1907,0.09,1752.250265,143684.5217
2692075,214572,Noord Brabant,CornerHouse,1962,79,1,0,0,2067,-0.01,1850,146150
2691227,202081,Overijssel,NotSpecified,1940,72,0,0,0,2351,-0.24,1581.439394,113863.6364
2690954,164124,Noord Brabant,Semidetached,1924,99,1,0,0,2699,-0.59,1600,158400
2683172,226668,Gelderland,TownHouse,1962,131,1,0,0,2709,-0.6,1700,222700
2683677,226599,Zeeland,TownHouse,1950,200,0,0,0,2792,-0.7,2750,550000
2689168,306754,Limburg,TownHouse,1984,114,1,0,0,1722,0.21,1500,171000
2681706,264300,Drenthe,Detached,1951,82,1,0,0,3376,-2.14,1250,102500
2686863,253599,Gelderland,Apartment,2008,75,1,0,0,145,1.72,1781.25,133593.75
2685095,270233,Gelderland,Semidetached,1970,120,0,1,0,1157,0.55,1900,228000
2675312,344539,Drenthe,NotSpecified,1975,119,0,0,0,1381,0.42,1550,184450
2688385,353704,Noord Brabant,Detached,1925,110,0,0,0,1965,0.05,1500,165000
2681300,187472,Noord Brabant,Apartment,2004,80,0,0,0,2069,-0.01,2000,160000
2692049,192108,Overijssel,TownHouse,2015,112,1,0,0,2805,-0.71,1668.157895,186833.6842
2685930,310233,Zuid Holland,Semidetached,1977,70,1,0,0,447,1.14,2200,154000
2681917,249339,Noord Brabant,CornerHouse,1980,120,1,0,0,1961,0.06,1600,192000
2682320,215821,Noord Brabant,TownHouse,1973,91.4,1,0,0,2067,-0.01,1850,169090
2693776,208116,Noord Brabant,Semidetached,1920,113,1,0,0,2728,-0.62,1801.816503,203605.2648
2686728,260274,Noord Holland,TownHouse,1963,95,0,0,0,2853,-0.78,2100,199500
2692008,177735,Overijssel,TownHouse,2004,118,1,0,0,3047,-1.1,1550,182900
2684424,190637,Zeeland,Semidetached,1969,110,1,0,0,2803,-0.71,1350,148500
2686087,222914,Noord Brabant,TownHouse,1960,102,1,0,0,1682,0.23,1850,188700
2677720,235250,Zeeland,Semidetached,1983,110,1,0,0,2792,-0.7,2750,302500
2684393,159256,Zeeland,Apartment,1995,100,0,1,0,2803,-0.71,1200,120000
2684014,281977,Noord Brabant,TownHouse,1976,88,1,0,0,190,1.58,2100,184800
2681193,296694,Flevoland,TownHouse,1996,109,1,0,0,362,1.26,1750,190750
2692402,268753,Noord Brabant,Semidetached,1929,105,1,0,0,457,1.14,2050,215250
2682130,274731,Limburg,Semidetached,1964,110,1,0,0,785,0.83,1400,154000
2686925,292520,Zeeland,Semidetached,1912,98,0,0,0,1300,0.47,1750,171500
2689798,233129,Gelderland,TownHouse,1999,104,1,0,0,1333,0.44,1750,182000
2690542,256961,Noord Brabant,NotSpecified,1963,100,0,0,0,1494,0.35,1600,160000
2691229,287334,Gelderland,NotSpecified,1991,100,0,0,0,1511,0.33,1550,155000
2677792,297097,Noord Holland,Apartment,1971,82,0,1,0,1570,0.3,1600,131200
2676785,193264,Noord Brabant,CornerHouse,1980,112,0,0,0,1961,0.06,1600,179200
2676954,171143,Noord Brabant,TownHouse,1975,126,1,0,0,2069,-0.01,1800,226800
2687299,298296,Flevoland,NotSpecified,1995,121,0,0,0,2087,-0.02,1350,163350
2692043,209860,Overijssel,TownHouse,2014,115,1,0,0,2315,-0.22,1683.950617,193654.321
2687784,284030,Noord Holland,Semidetached,1908,98.6,1,0,0,2662,-0.55,1550,152830
2683106,229547,Gelderland,CornerHouse,1964,116,1,0,0,2709,-0.6,1700,197200
2686723,260913,Noord Holland,TownHouse,1953,92,0,0,0,2853,-0.78,2100,193200
2690477,205211,Gelderland,CornerHouse,2010,109,1,0,0,3078,-1.17,1450,158050
2677763,168249,Frysl̢n,CornerHouse,1973,128,1,0,0,3226,-1.48,1550,198400
2688126,243742,Groningen,Detached,1935,119,1,0,0,3486,-2.87,1000,119000
2681911,178991,Overijssel,Semidetached,2011,115,0,0,0,3047,-1.1,1600,184000
2689794,235331,Overijssel,Semidetached,1972,120,0,0,0,2460,-0.33,1750,210000
2677330,298665,Groningen,NotSpecified,2000,128,0,0,0,2874,-0.8,1250,160000
2682606,212049,Limburg,Semidetached,1965,147,1,0,0,3013,-1.04,1100,161700
2689846,354087,Gelderland,Detached,1994,83,1,0,0,1144,0.56,3900,323700
2679655,300464,Zuid Holland,Semidetached,1900,90,1,0,0,2260,-0.18,2400,216000
2681902,177181,Overijssel,Semidetached,1993,100,0,0,0,3047,-1.1,1700,170000
2693513,256798,Noord Brabant,Apartment,1816,87,0,1,0,1494,0.35,1650,143550
2687793,382720,Overijssel,Detached,1900,118,1,1,0,2460,-0.33,1750,206500
2686710,262206,Noord Holland,TownHouse,1965,95,0,0,0,2853,-0.78,2100,199500
2685131,271899,Gelderland,TownHouse,1991,115,1,0,0,1157,0.55,1850,212750
2686223,244898,Gelderland,TownHouse,1968,105,1,0,0,1144,0.56,3900,409500
2681508,294821,Flevoland,CornerHouse,2002,127,1,0,0,103,1.85,1500,190500
2674303,250158,Flevoland,Apartment,2016,65,0,1,0,225,1.49,1750,113750
2683627,280496,Gelderland,TownHouse,1974,119,0,0,0,1144,0.56,3900,464100
2689796,232355,Noord Brabant,TownHouse,1816,113,1,0,0,1494,0.35,1650,186450
2666790,338071,Limburg,Semidetached,1975,128,1,0,0,1904,0.09,1655.67591,211926.5165
2683700,196914,Zeeland,CornerHouse,1980,162,0,0,0,2803,-0.71,1200,194400
2686729,165093,Noord Holland,Semidetached,1816,51,0,0,0,2853,-0.78,2100,107100
2690486,80064,Groningen,Apartment,1998,95,0,0,0,3497,-3.02,1320,125400
2690304,190359,Zeeland,Semidetached,1956,104,1,0,0,2761,-0.67,1250,130000
2682829,259829,Noord Brabant,Semidetached,1971,138,1,0,0,1907,0.09,1801.816503,248650.6774
2683023,261718,Limburg,NotSpecified,1904,240,0,0,0,2648,-0.53,1000,240000
2681085,280649,Noord Brabant,Semidetached,1965,103,1,0,0,2746,-0.65,1600,164800
2693475,302860,Groningen,TownHouse,1998,137,1,0,0,2874,-0.8,1250,171250
2681896,180804,Overijssel,Semidetached,1935,130,1,0,0,3047,-1.1,1450,188500
2685110,273155,Gelderland,CornerHouse,1986,115,1,0,0,1157,0.55,1850,212750
2684816,259496,Overijssel,Semidetached,1987,110,1,0,0,1504,0.34,1546.347403,170098.2143
2686737,235747,Noord Holland,TownHouse,1967,95,0,0,0,2853,-0.78,2100,199500
2690415,236665,Noord Holland,Semidetached,1967,110,0,0,0,2853,-0.78,2100,231000
2688127,311141,Gelderland,CornerHouse,1992,110,1,0,0,273,1.4,2123.876326,233626.3958
2684866,206669,Zeeland,TownHouse,1920,239,1,0,0,2803,-0.71,1200,286800
2683629,288318,Utrecht,CornerHouse,2016,121,0,0,0,864,0.77,2300,278300
2683660,335294,Noord Brabant,TownHouse,1961,135,1,1,0,457,1.14,2050,276750
2676711,347982,Flevoland,TownHouse,1998,98,0,0,0,1379,0.42,1650,161700
2683107,169664,Gelderland,Semidetached,1934,93,1,0,0,2709,-0.6,1700,158100
2688933,172472,Noord Brabant,TownHouse,2019,111,1,0,0,2699,-0.59,1550,172050
2682808,246443,Overijssel,Semidetached,1998,160,0,0,0,3047,-1.1,1700,272000
2677805,430169,Noord Holland,Apartment,1984,68,1,0,0,247,1.44,2200,149600
2681252,293072,Zeeland,Semidetached,1974,126,1,0,0,875,0.76,2750,346500
2689184,259673,Noord Brabant,CornerHouse,1977,125,1,0,0,1907,0.09,1796.450563,224556.3203
2693501,256585,Noord Brabant,Semidetached,1955,108,1,0,0,1907,0.09,1801.816503,194596.1823
2680282,403454,Zuid Holland,TownHouse,1995,122,1,0,0,1959,0.06,1485.680161,181252.9796
2682317,255498,Noord Brabant,TownHouse,1965,114,1,1,0,2067,-0.01,1850,210900
2681278,244992,Overijssel,Semidetached,1978,133,1,0,0,2315,-0.22,1600,212800
2681317,307584,Zeeland,CornerHouse,1950,203,1,0,0,2466,-0.34,1400,284200
2687578,234324,Limburg,Semidetached,1972,100,1,0,0,3011,-1.04,1100,110000
2680492,369377,Gelderland,Detached,1900,115,1,0,0,3078,-1.17,1450,166750
2692190,207683,Noord Brabant,NotSpecified,1968,124,0,0,0,3211,-1.44,1700,210800
2683049,289745,Frysl̢n,Detached,1949,77,0,0,0,3296,-1.72,1050,80850
2683058,159580,Frysl̢n,Semidetached,2003,127,1,0,0,3296,-1.72,1200,152400
2690398,167008,Drenthe,TownHouse,2005,160,1,0,0,3300,-1.73,1100,176000
2681714,318294,Drenthe,Detached,1980,140,0,0,0,3376,-2.14,1250,175000
2683464,243717,Groningen,Detached,1910,120,0,0,0,3497,-3.02,1223.351159,146802.139
2680472,279471,Gelderland,Apartment,2012,95,0,0,0,317,1.33,1832.180851,174057.1809
2690801,196615,Noord Brabant,Apartment,1995,91,0,1,0,2120,-0.05,1839.964414,167436.7616
2683380,382904,Groningen,Detached,1908,164,1,0,0,3040,-1.09,1100,180400
2685689,315872,Flevoland,CornerHouse,1999,115,1,1,0,111,1.83,1620.588235,186367.6471
2675503,273653,Zeeland,Semidetached,1973,142,1,0,0,1300,0.47,1750,248500
2683844,359632,Zuid Holland,TownHouse,1984,105,1,0,0,1355,0.43,2150,225750
2692132,264372,Overijssel,TownHouse,1979,112,1,0,0,1679,0.24,1750,196000
2676367,338343,Overijssel,NotSpecified,1977,143,0,0,0,2046,0.01,1500,214500
2683818,331181,Gelderland,Detached,1975,120,1,0,0,2879,-0.81,1350,162000
2683088,389337,Frysl̢n,Detached,1925,181,1,1,0,3048,-1.1,1250,226250
2684320,189861,Drenthe,CornerHouse,2005,129,1,0,0,3300,-1.73,1100,141900
2676366,380029,Flevoland,NotSpecified,1999,144,0,0,0,111,1.83,1594.736842,229642.1053
2684647,258079,Overijssel,CornerHouse,1982,126,1,0,0,1838,0.14,1546.791695,194895.7536
2685774,359397,Zuid Holland,CornerHouse,1989,105,1,0,0,472,1.12,2050,215250
2687546,264580,Noord Brabant,TownHouse,2014,107,1,0,0,660,0.93,2050,219350
2680391,276667,Noord Brabant,TownHouse,1986,102,1,0,0,1169,0.54,2150,219300
2676881,265561,Zeeland,CornerHouse,1978,128,1,0,0,1804,0.15,1600,204800
2682620,240702,Limburg,Semidetached,1955,130,1,0,0,2329,-0.23,1150,149500
2681901,328892,Overijssel,Detached,1978,145,0,0,0,3047,-1.1,1550,224750
2686224,324449,Gelderland,TownHouse,1970,124.5,1,0,0,1144,0.56,3900,485550
2686215,252373,Gelderland,CornerHouse,1972,103.1,1,0,0,1144,0.56,3900,402090
2686220,248735,Gelderland,CornerHouse,1967,83.6,1,0,0,1144,0.56,3900,326040
2693726,237794,Utrecht,TownHouse,1930,92,0,0,0,1558,0.31,2100,193200
2683021,157230,Limburg,TownHouse,1993,115,1,0,0,3457,-2.59,1400,161000
2688375,284577,Flevoland,NotSpecified,2012,92,0,0,0,225,1.49,1850,170200
2681504,281155,Flevoland,CornerHouse,1996,125,1,0,0,362,1.26,1750,218750
2690476,264379,Gelderland,Semidetached,1915,115,1,0,0,3078,-1.17,1450,166750
2681891,186426,Overijssel,Semidetached,2018,161,0,0,0,3047,-1.1,1600,257600
2676679,307434,Limburg,Semidetached,1973,142,1,0,0,2883,-0.81,1287.033602,182758.7715
2689845,309170,Gelderland,TownHouse,1988,109.7,1,0,0,1144,0.56,3900,427830
2683840,336479,Zuid Holland,CornerHouse,1969,120,1,0,0,1355,0.43,2150,258000
2693241,319553,Noord Brabant,NotSpecified,1816,95,0,0,0,1494,0.35,1650,156750
2678192,282236,Noord Brabant,CornerHouse,1968,110,1,0,0,1961,0.06,1550,170500
2679546,214448,Zeeland,TownHouse,1901,135,1,0,0,2792,-0.7,2750,371250
2675313,306116,Groningen,NotSpecified,1975,130,0,0,0,2874,-0.8,1250,162500
2683027,224458,Limburg,CornerHouse,2000,119,1,0,0,2883,-0.81,1234.552372,146911.7323
2681890,190796,Overijssel,Semidetached,2018,161,0,0,0,3047,-1.1,1529.458881,246242.8798
2690403,328388,Flevoland,Semidetached,2001,142,1,0,0,111,1.83,1658.829801,235553.8317
2686606,290608,Frysl̢n,Apartment,2009,90.08,0,0,0,143,1.73,1500,135120
2691228,283238,Gelderland,NotSpecified,1991,105,0,0,0,317,1.33,1638.90223,172084.7341
2689863,366268,Utrecht,TownHouse,1974,124,1,0,0,1141,0.56,1800,223200
2689753,366983,Utrecht,CornerHouse,1987,103,1,0,0,1312,0.46,2250,231750
2683837,340740,Zuid Holland,TownHouse,1969,123,1,0,0,1355,0.43,2150,264450
2681276,380910,Noord Brabant,Detached,1974,148,1,0,0,1888,0.1,1750,259000
2689736,358964,Noord Holland,TownHouse,1985,99,1,0,0,2853,-0.78,2100,207900
2686780,196840,Limburg,Semidetached,1972,114,0,0,0,2883,-0.81,1287.033602,146721.8306
2681899,324231,Overijssel,Detached,1938,116,0,0,0,3047,-1.1,1550,179800
2684595,382163,Noord Brabant,Detached,1965,126,1,0,0,3211,-1.44,1700,214200
2683602,285592,Gelderland,Semidetached,1993,108,1,0,0,273,1.4,1854.926435,200332.0549
2690409,285461,Gelderland,TownHouse,1973,121.7,1,0,0,1144,0.56,3900,474630
2693727,298012,Utrecht,TownHouse,2006,118,1,0,0,1558,0.31,1900,224200
2685588,364168,Zuid Holland,TownHouse,1970,109,1,1,0,1355,0.43,2050,223450
2675658,248200,Gelderland,TownHouse,1985,101,0,0,0,1154,0.55,2003.178629,202321.0415
2687853,352476,Gelderland,TownHouse,1978,123,1,0,0,721,0.89,2250,276750
2689176,375985,Flevoland,TownHouse,2004,132,1,0,0,27,2.32,1850,244200
2688377,293478,Flevoland,Apartment,2016,115,0,0,0,225,1.49,1850,212750
2679312,258547,Flevoland,Apartment,2013,74,0,0,0,225,1.49,1850,136900
2691255,367521,Limburg,Semidetached,1992,105,1,0,0,332,1.31,1800,189000
2677775,284564,Noord Brabant,Semidetached,1997,110,1,0,0,347,1.28,1950,214500
2686212,283861,Gelderland,TownHouse,2007,123,1,0,0,1144,0.56,3900,479700
2687642,312069,Noord Brabant,TownHouse,1968,105,1,0,0,2069,-0.01,1800,189000
2682952,238139,Limburg,TownHouse,1903,212,0,0,0,2648,-0.53,1000,212000
2678972,267434,Noord Brabant,Semidetached,1906,144,0,0,0,2675,-0.56,1900,273600
2684352,261483,Zeeland,NotSpecified,1956,140,0,0,0,2803,-0.71,1200,168000
2683028,447597,Limburg,Semidetached,1910,384.03,1,0,0,2883,-0.81,1287.033602,494259.5142
2683369,289534,Groningen,Detached,2004,140,1,0,0,3486,-2.87,1000,140000
2683269,187189,Zeeland,Apartment,2004,115,1,0,0,2391,-0.28,1500,172500
2685674,303411,Flevoland,Semidetached,2001,142,1,0,0,111,1.83,1658.829801,235553.8317
2677821,323677,Noord Brabant,CornerHouse,1986,110,1,0,0,190,1.58,2100,231000
2686086,305131,Noord Brabant,CornerHouse,1972,133,1,0,0,554,1.04,1850,246050
2686601,419983,Noord Holland,TownHouse,1962,109,1,0,0,1106,0.59,1950,212550
2682113,261020,Limburg,Semidetached,1974,130,1,0,0,1904,0.09,1350,175500
2675833,411758,Zuid Holland,TownHouse,2005,124,1,0,0,1959,0.06,1600,198400
2686211,252599,Gelderland,Semidetached,1946,84,1,0,0,1144,0.56,3900,327600
2683603,319352,Gelderland,Semidetached,1996,126,1,0,0,273,1.4,1854.926435,233720.7308
2683626,336048,Gelderland,CornerHouse,1974,133,1,0,0,1144,0.56,3900,518700
2686203,257655,Gelderland,CornerHouse,2018,107,1,0,0,1144,0.56,3900,417300
2675493,360283,Zeeland,Semidetached,1978,144,1,0,0,1758,0.18,1650,237600
2683691,350308,Zeeland,Detached,2017,147,1,0,0,2803,-0.71,1650,242550
2689852,214056,Noord Holland,Apartment,1997,64,0,0,0,2853,-0.78,2100,134400
2684214,385464,Zeeland,Semidetached,1979,154,1,1,0,116,1.82,1950,300300
2693232,375403,Drenthe,NotSpecified,2006,154,0,0,0,330,1.31,1500,231000
2685598,401343,Zuid Holland,TownHouse,1988,106,1,0,0,1355,0.43,2050,217300
2685595,368477,Zuid Holland,TownHouse,1971,110,1,0,0,1355,0.43,2050,225500
2691230,306410,Gelderland,NotSpecified,1976,147,0,0,0,1511,0.33,1550,227850
2682229,361092,Zeeland,TownHouse,1958,236,1,1,0,2803,-0.71,1200,283200
2683026,231242,Limburg,Semidetached,2002,148,1,0,0,2883,-0.81,1287.033602,190480.9731
2676677,202851,Limburg,Apartment,1999,124,1,0,0,2883,-0.81,1514.435938,187790.0564
2680333,388801,Overijssel,Detached,1954,121,1,0,0,3047,-1.1,1550,187550
2676495,203435,Limburg,TownHouse,1995,145,1,0,0,3457,-2.59,1400,203000
2676865,322272,Zeeland,CornerHouse,2011,112,0,0,0,89,1.91,2750,308000
2684675,389890,Utrecht,TownHouse,1970,119,1,0,0,732,0.88,1950,232050
2674631,370014,Noord Holland,NotSpecified,2016,103,0,0,0,1080,0.6,1811.046512,186537.7907
2676699,551604,Zeeland,Detached,1975,184,1,0,0,1300,0.47,1750,322000
2682323,367899,Noord Brabant,Detached,1957,120,1,0,0,2067,-0.01,1850,222000
2686716,311319,Noord Holland,Semidetached,1940,163,0,0,0,2853,-0.78,2100,342300
2690294,366748,Gelderland,Detached,1980,125,1,1,0,2759,-0.66,800,100000
2692962,260878,Gelderland,Apartment,2003,97,0,0,0,317,1.33,1832.180851,177721.5426
2685096,287004,Gelderland,Semidetached,1972,130,1,0,0,1157,0.55,1900,247000
2681314,245718,Zeeland,NotSpecified,1955,253,0,0,0,2761,-0.67,1250,316250
2692062,132726,Zeeland,TownHouse,1956,384.03,1,0,0,2761,-0.67,1250,480037.5
2683033,205931,Limburg,TownHouse,1910,164,1,0,0,2883,-0.81,1319.716658,216433.5319
2690982,380871,Gelderland,NotSpecified,2015,127,0,0,0,145,1.72,1781.25,226218.75
2680197,339215,Gelderland,NotSpecified,1953,90,0,0,0,250,1.44,1050,94500
2685683,308039,Flevoland,Semidetached,1999,135,1,0,0,111,1.83,1658.829801,223942.0231
2686800,213149,Limburg,TownHouse,1965,125,1,0,0,2688,-0.58,1550,193750
2683658,310082,Noord Brabant,Semidetached,1987,129,1,0,0,457,1.14,1750,225750
2686209,230449,Gelderland,Apartment,1991,87.6,1,1,0,1144,0.56,3900,341640
2688703,304992,Utrecht,NotSpecified,1970,128,0,0,0,706,0.9,2150,275200
2683341,396151,Noord Holland,CornerHouse,2001,111,1,0,0,1034,0.64,1850,205350
2684915,351294,Zuid Holland,TownHouse,1926,182,1,0,0,2499,-0.36,1900,345800
2690478,205192,Gelderland,Semidetached,1933,129,1,0,0,2879,-0.81,1350,174150
2681904,374195,Overijssel,Detached,1929,157,1,0,0,3047,-1.1,1550,243350
2682118,285313,Limburg,Semidetached,1957,107,1,0,0,358,1.27,1600,171200
2680385,347038,Utrecht,CornerHouse,1970,149,0,0,0,1558,0.31,2200,327800
2679577,409441,Frysl̢n,Detached,1978,191,1,0,0,3017,-1.05,1695.027593,323750.2703
2685655,337495,Flevoland,Semidetached,2000,155,1,0,0,111,1.83,1658.829801,257118.6191
2680460,304276,Noord Brabant,NotSpecified,2005,136,0,0,0,306,1.35,2400,326400
2687774,350714,Noord Brabant,TownHouse,1961,149,1,1,0,457,1.14,2050,305450
2683617,299607,Utrecht,Semidetached,1959,117,0,0,0,864,0.77,2300,269100
2690953,294189,Utrecht,TownHouse,1985,108,0,0,0,864,0.77,2100,226800
